Produktbereich,Produktgruppe,Produktbereichsname,Produktgruppenbezeichnung,Jahr,Richtung,Betrag,Betrag-Typ
06,0604,"Kunder-, Jugend und Familienhilfe",Familienförderung,2010,Ausgaben,2644326.59,Ergebnis
06,0605,"Kunder-, Jugend und Familienhilfe",Erzieherische und wirtschaftliche Hilfen für Familien,2010,Einnamen,5867140.26,Ergebnis
06,0605,"Kunder-, Jugend und Familienhilfe",Erzieherische und wirtschaftliche Hilfen für Familien,2010,Ausgaben,43269155.34,Ergebnis
07,0701,Gesundheitsdienste,Gesundheitsdienste,2010,Einnamen,974254.42,Ergebnis
07,0701,Gesundheitsdienste,Gesundheitsdienste,2010,Ausgaben,9615466.62,Ergebnis
08,0801,Sportförderung,"Sportentwicklung, Sportanlagen und -stätten",2010,Einnamen,1334981.86,Ergebnis
08,0801,Sportförderung,"Sportentwicklung, Sportanlagen und -stätten",2010,Ausgaben,6788639.95,Ergebnis
08,0802,Sportförderung,Bäder,2010,Einnamen,1048332.81,Ergebnis
08,0802,Sportförderung,Bäder,2010,Ausgaben,3717085.87,Ergebnis
09,0901,Räumliche Planung und Entwicklung/Geoinformationen,"Stadt- und Regionalentwicklung, Stadtplanung",2010,Einnamen,113948.05,Ergebnis
09,0901,Räumliche Planung und Entwicklung/Geoinformationen,"Stadt- und Regionalentwicklung, Stadtplanung",2010,Ausgaben,4037251.00,Ergebnis
09,0902,Räumliche Planung und Entwicklung/Geoinformationen,"Vermessung, Kataster und Geoinformation",2010,Einnamen,922754.60,Ergebnis
09,0902,Räumliche Planung und Entwicklung/Geoinformationen,"Vermessung, Kataster und Geoinformation",2010,Ausgaben,6661409.32,Ergebnis
10,1001,Bauen und Wohnen,Bauaufsicht und baurechtliche Beratung,2010,Einnamen,2725059.60,Ergebnis
10,1001,Bauen und Wohnen,Bauaufsicht und baurechtliche Beratung,2010,Ausgaben,3477921.34,Ergebnis
10,1002,Bauen und Wohnen,Denkmalschutz und Denkmalpflege,2010,Einnamen,332396.61,Ergebnis
10,1002,Bauen und Wohnen,Denkmalschutz und Denkmalpflege,2010,Ausgaben,804282.44,Ergebnis
10,1003,Bauen und Wohnen,Wohnen,2010,Einnamen,326511.89,Ergebnis
10,1003,Bauen und Wohnen,Wohnen,2010,Ausgaben,2116127.46,Ergebnis
11,1101,Ver- und Entsorgung,Abwasserbeseitigung,2010,Einnamen,61046354.47,Ergebnis
11,1101,Ver- und Entsorgung,Abwasserbeseitigung,2010,Ausgaben,36478869.40,Ergebnis
11,1102,Ver- und Entsorgung,Abfallwirtschaft (AWM),2010,Einnamen,1657133.04,Ergebnis
11,1102,Ver- und Entsorgung,Abfallwirtschaft (AWM),2010,Ausgaben,6887889.51,Ergebnis
12,1201,"Verkehrsflächen und -anlagen, ÖPNV",Bereitstellung von Verkehrsflächen und -anlagen,2010,Einnamen,27637608.48,Ergebnis
12,1201,"Verkehrsflächen und -anlagen, ÖPNV",Bereitstellung von Verkehrsflächen und -anlagen,2010,Ausgaben,59956249.05,Ergebnis
12,1202,"Verkehrsflächen und -anlagen, ÖPNV",Verkehrsplanung,2010,Einnamen,2273016.66,Ergebnis
12,1202,"Verkehrsflächen und -anlagen, ÖPNV",Verkehrsplanung,2010,Ausgaben,3743631.26,Ergebnis
13,1301,Natur- und Landschaftspflege,Grün- und Freiflächen,2010,Einnamen,2503798.14,Ergebnis
13,1301,Natur- und Landschaftspflege,Grün- und Freiflächen,2010,Ausgaben,13895031.51,Ergebnis
13,1302,Natur- und Landschaftspflege,Friedhöfe,2010,Einnamen,1418434.46,Ergebnis
13,1302,Natur- und Landschaftspflege,Friedhöfe,2010,Ausgaben,1738363.01,Ergebnis
13,1303,Natur- und Landschaftspflege,"Natur, Landschaft, Erholung, Wasserschutz",2010,Einnamen,313213.84,Ergebnis
13,1303,Natur- und Landschaftspflege,"Natur, Landschaft, Erholung, Wasserschutz",2010,Ausgaben,2655136.68,Ergebnis
13,1304,Natur- und Landschaftspflege,Fließende Gewässer,2010,Einnamen,568944.21,Ergebnis
13,1304,Natur- und Landschaftspflege,Fließende Gewässer,2010,Ausgaben,998966.30,Ergebnis
13,1305,Natur- und Landschaftspflege,Wald und Forstwirtschaft,2010,Einnamen,200642.92,Ergebnis
13,1305,Natur- und Landschaftspflege,Wald und Forstwirtschaft,2010,Ausgaben,354606.40,Ergebnis
14,1401,Umweltschutz,"Übergreifender Umweltschutz, Klima, Immission, Boden, Abfall",2010,Einnamen,334177.98,Ergebnis
14,1401,Umweltschutz,"Übergreifender Umweltschutz, Klima, Immission, Boden, Abfall",2010,Ausgaben,2181710.65,Ergebnis
15,1501,Wirtschaft und Tourismus,Anteile an Unternehmen,2010,Einnamen,18448516.60,Ergebnis
15,1501,Wirtschaft und Tourismus,Anteile an Unternehmen,2010,Ausgaben,11673896.95,Ergebnis
15,1502,Wirtschaft und Tourismus,Stadtmarketing (MM),2010,Einnamen,150000.00,Ergebnis
15,1502,Wirtschaft und Tourismus,Stadtmarketing (MM),2010,Ausgaben,2648000.00,Ergebnis
15,1503,Wirtschaft und Tourismus,Stadthalle Hiltrup,2010,Einnamen,195996.41,Ergebnis
15,1503,Wirtschaft und Tourismus,Stadthalle Hiltrup,2010,Ausgaben,291126.76,Ergebnis
16,1601,Allgemeine Finanzwirtschaft,Allgemeine Finanzwirtschaft,2010,Einnamen,475590775.40,Ergebnis
16,1601,Allgemeine Finanzwirtschaft,Allgemeine Finanzwirtschaft,2010,Ausgaben,118533200.96,Ergebnis
17,1701,Stiftungen,Rechtlich unselbständige Stiftungen,2010,Einnamen,36064.94,Ergebnis
17,1701,Stiftungen,Rechtlich unselbständige Stiftungen,2010,Ausgaben,21076.28,Ergebnis
01,0101,Innere Verwaltung,Bezirksvertretungen (frei verfügbare Mittel),2011,Ausgaben,172862.84,Ergebnis
01,0102,Innere Verwaltung,"Geschäftsführung für politische Gremien, Städtepartnerschaften",2011,Einnamen,52140.99,Ergebnis
01,0102,Innere Verwaltung,"Geschäftsführung für politische Gremien, Städtepartnerschaften",2011,Ausgaben,5457535.20,Ergebnis
01,0103,Innere Verwaltung,"OB, BM und Verwaltungsführung",2011,Einnamen,49821.20,Ergebnis
01,0103,Innere Verwaltung,"OB, BM und Verwaltungsführung",2011,Ausgaben,3356903.42,Ergebnis
01,0104,Innere Verwaltung,Gleichstellung von Frau und Mann,2011,Einnamen,22364.42,Ergebnis
01,0104,Innere Verwaltung,Gleichstellung von Frau und Mann,2011,Ausgaben,625821.63,Ergebnis
01,0105,Innere Verwaltung,Personal- und Schwerbehindertenvertretung,2011,Einnamen,118542.19,Ergebnis
01,0105,Innere Verwaltung,Personal- und Schwerbehindertenvertretung,2011,Ausgaben,797586.69,Ergebnis
01,0106,Innere Verwaltung,Wirtschaftlichkeitsprüfung und Revision,2011,Einnamen,43400.00,Ergebnis
01,0106,Innere Verwaltung,Wirtschaftlichkeitsprüfung und Revision,2011,Ausgaben,1252094.55,Ergebnis
01,0107,Innere Verwaltung,Public Relations,2011,Einnamen,76928.70,Ergebnis
01,0107,Innere Verwaltung,Public Relations,2011,Ausgaben,1274995.28,Ergebnis
01,0108,Innere Verwaltung,Personal- und Organisationsmanagement,2011,Einnamen,2282662.64,Ergebnis
01,0108,Innere Verwaltung,Personal- und Organisationsmanagement,2011,Ausgaben,8484635.77,Ergebnis
01,0109,Innere Verwaltung,Finanz- und Beteiligungsmanagement,2011,Einnamen,2057040.34,Ergebnis
01,0109,Innere Verwaltung,Finanz- und Beteiligungsmanagement,2011,Ausgaben,9348835.83,Ergebnis
01,0110,Innere Verwaltung,Recht,2011,Einnamen,687978.56,Ergebnis
01,0110,Innere Verwaltung,Recht,2011,Ausgaben,1978487.79,Ergebnis
01,0111,Innere Verwaltung,Immobilienmanagement,2011,Einnamen,29197215.86,Ergebnis
01,0111,Innere Verwaltung,Immobilienmanagement,2011,Ausgaben,82198803.47,Ergebnis
01,0113,Innere Verwaltung,Zentrale Dienste,2011,Einnamen,1634267.81,Ergebnis
01,0113,Innere Verwaltung,Zentrale Dienste,2011,Ausgaben,2896284.95,Ergebnis
01,0114,Innere Verwaltung,Stiftungsmanagement,2011,Einnamen,319343.55,Ergebnis
01,0114,Innere Verwaltung,Stiftungsmanagement,2011,Ausgaben,358300.57,Ergebnis
01,0115,Innere Verwaltung,IT-Management (citeq),2011,Einnamen,0.00,Ergebnis
01,0115,Innere Verwaltung,IT-Management (citeq),2011,Ausgaben,0.00,Ergebnis
01,0116,Innere Verwaltung,Migrations- und Integrationsmanagement,2011,Einnamen,156166.08,Ergebnis
01,0116,Innere Verwaltung,Migrations- und Integrationsmanagement,2011,Ausgaben,689878.33,Ergebnis
02,0201,Sicherheit und Ordnung,Ordnungsrechtliche Angelegenheiten,2011,Einnamen,677154.20,Ergebnis
02,0201,Sicherheit und Ordnung,Ordnungsrechtliche Angelegenheiten,2011,Ausgaben,2131741.45,Ergebnis
02,0202,Sicherheit und Ordnung,Gewerberechtliche Angelegenheiten,2011,Einnamen,1255217.80,Ergebnis
02,0202,Sicherheit und Ordnung,Gewerberechtliche Angelegenheiten,2011,Ausgaben,1611770.62,Ergebnis
02,0203,Sicherheit und Ordnung,Straßenverkehrsrechtliche Angelegenheiten,2011,Einnamen,8862686.22,Ergebnis
02,0203,Sicherheit und Ordnung,Straßenverkehrsrechtliche Angelegenheiten,2011,Ausgaben,7539060.20,Ergebnis
02,0204,Sicherheit und Ordnung,Bürgerangelegenheiten,2011,Einnamen,2656252.81,Ergebnis
02,0204,Sicherheit und Ordnung,Bürgerangelegenheiten,2011,Ausgaben,6618441.31,Ergebnis
02,0205,Sicherheit und Ordnung,Standesamtsangelegenheiten,2011,Einnamen,514217.49,Ergebnis
02,0205,Sicherheit und Ordnung,Standesamtsangelegenheiten,2011,Ausgaben,1397161.37,Ergebnis
02,0206,Sicherheit und Ordnung,Ausländerangelegenheiten,2011,Einnamen,412537.88,Ergebnis
02,0206,Sicherheit und Ordnung,Ausländerangelegenheiten,2011,Ausgaben,1836182.56,Ergebnis
02,0207,Sicherheit und Ordnung,Statistik,2011,Einnamen,1579.06,Ergebnis
02,0207,Sicherheit und Ordnung,Statistik,2011,Ausgaben,544794.71,Ergebnis
02,0208,Sicherheit und Ordnung,Wahlen,2011,Einnamen,409521.00,Ergebnis
02,0208,Sicherheit und Ordnung,Wahlen,2011,Ausgaben,622203.73,Ergebnis
02,0209,Sicherheit und Ordnung,Brandschutz und feuerwehrtechnische Hilfeleistung,2011,Einnamen,1321945.21,Ergebnis
02,0209,Sicherheit und Ordnung,Brandschutz und feuerwehrtechnische Hilfeleistung,2011,Ausgaben,19991566.98,Ergebnis
02,0210,Sicherheit und Ordnung,Rettungsdienst,2011,Einnamen,9400885.28,Ergebnis
02,0210,Sicherheit und Ordnung,Rettungsdienst,2011,Ausgaben,9366799.86,Ergebnis
02,0211,Sicherheit und Ordnung,Veterinär- und Lebensmittelangelegenheiten,2011,Einnamen,90860.67,Ergebnis
02,0211,Sicherheit und Ordnung,Veterinär- und Lebensmittelangelegenheiten,2011,Ausgaben,2304280.54,Ergebnis
03,0301,Schulträgeraufgaben,Leistungen für Schulen,2011,Einnamen,2110178.09,Ergebnis
03,0301,Schulträgeraufgaben,Leistungen für Schulen,2011,Ausgaben,25256935.84,Ergebnis
03,0302,Schulträgeraufgaben,Zentrale Leistungen für am Schulleben Beteiligte,2011,Einnamen,656904.31,Ergebnis
03,0302,Schulträgeraufgaben,Zentrale Leistungen für am Schulleben Beteiligte,2011,Ausgaben,10865614.78,Ergebnis
04,0401,Kultur und Wissenschaft,Kulturmanagement / Kulturförderung,2011,Einnamen,549617.24,Ergebnis
04,0401,Kultur und Wissenschaft,Kulturmanagement / Kulturförderung,2011,Ausgaben,4040699.20,Ergebnis
04,0402,Kultur und Wissenschaft,Volkshochschule,2011,Einnamen,2499728.26,Ergebnis
04,0402,Kultur und Wissenschaft,Volkshochschule,2011,Ausgaben,3908169.36,Ergebnis
04,0403,Kultur und Wissenschaft,Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,2011,Einnamen,2057153.59,Ergebnis
04,0403,Kultur und Wissenschaft,Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,2011,Ausgaben,4320526.57,Ergebnis
04,0404,Kultur und Wissenschaft,Stadtbücherei und Förderung von Büchereien freier Träger,2011,Einnamen,821633.42,Ergebnis
04,0404,Kultur und Wissenschaft,Stadtbücherei und Förderung von Büchereien freier Träger,2011,Ausgaben,5078812.13,Ergebnis
04,0405,Kultur und Wissenschaft,Stadtmuseum,2011,Einnamen,212053.98,Ergebnis
04,0405,Kultur und Wissenschaft,Stadtmuseum,2011,Ausgaben,1636213.19,Ergebnis
04,0406,Kultur und Wissenschaft,Stadtarchiv,2011,Einnamen,16623.13,Ergebnis
04,0406,Kultur und Wissenschaft,Stadtarchiv,2011,Ausgaben,706186.34,Ergebnis
04,0407,Kultur und Wissenschaft,Theater Münster,2011,Einnamen,25000.00,Ergebnis
04,0407,Kultur und Wissenschaft,Theater Münster,2011,Ausgaben,18989299.96,Ergebnis
04,0408,Kultur und Wissenschaft,Geschichtsort Villa ten Hompel,2011,Einnamen,103195.62,Ergebnis
04,0408,Kultur und Wissenschaft,Geschichtsort Villa ten Hompel,2011,Ausgaben,526596.51,Ergebnis
05,0501,Soziale Leistungen,Leistungen der Grundsicherung nach dem SGB II,2011,Einnamen,26041760.07,Ergebnis
05,0501,Soziale Leistungen,Leistungen der Grundsicherung nach dem SGB II,2011,Ausgaben,59170356.18,Ergebnis
05,0502,Soziale Leistungen,Sicherung des Lebensunterhalts,2011,Einnamen,4155870.24,Ergebnis
05,0502,Soziale Leistungen,Sicherung des Lebensunterhalts,2011,Ausgaben,32883028.52,Ergebnis
05,0503,Soziale Leistungen,Sicherung besonderer sozialer Bedarfe,2011,Einnamen,4304112.99,Ergebnis
05,0503,Soziale Leistungen,Sicherung besonderer sozialer Bedarfe,2011,Ausgaben,37373232.70,Ergebnis
05,0504,Soziale Leistungen,Wohngeld,2011,Einnamen,6576.00,Ergebnis
05,0504,Soziale Leistungen,Wohngeld,2011,Ausgaben,1566689.46,Ergebnis
05,0505,Soziale Leistungen,Lastenausgleich,2011,Einnamen,261497.92,Ergebnis
05,0505,Soziale Leistungen,Lastenausgleich,2011,Ausgaben,97759.12,Ergebnis
06,0601,"Kunder-, Jugend und Familienhilfe",Förderung von Kindern in Tagesbetreuung,2011,Einnamen,37006116.81,Ergebnis
06,0601,"Kunder-, Jugend und Familienhilfe",Förderung von Kindern in Tagesbetreuung,2011,Ausgaben,72650496.92,Ergebnis
06,0602,"Kunder-, Jugend und Familienhilfe",Kinder- und Jugendarbeit,2011,Einnamen,6305624.82,Ergebnis
06,0602,"Kunder-, Jugend und Familienhilfe",Kinder- und Jugendarbeit,2011,Ausgaben,14402061.52,Ergebnis
06,0603,"Kunder-, Jugend und Familienhilfe",Förderung von benachteiligten jungen Menschen,2011,Einnamen,489154.02,Ergebnis
06,0603,"Kunder-, Jugend und Familienhilfe",Förderung von benachteiligten jungen Menschen,2011,Ausgaben,3705880.76,Ergebnis
06,0604,"Kunder-, Jugend und Familienhilfe",Familienförderung,2011,Einnamen,187930.97,Ergebnis
06,0604,"Kunder-, Jugend und Familienhilfe",Familienförderung,2011,Ausgaben,2920619.72,Ergebnis
06,0605,"Kunder-, Jugend und Familienhilfe",Erzieherische und wirtschaftliche Hilfen für Familien,2011,Einnamen,5979736.70,Ergebnis
06,0605,"Kunder-, Jugend und Familienhilfe",Erzieherische und wirtschaftliche Hilfen für Familien,2011,Ausgaben,42636228.02,Ergebnis
07,0701,Gesundheitsdienste,Gesundheitsdienste,2011,Einnamen,777029.36,Ergebnis
07,0701,Gesundheitsdienste,Gesundheitsdienste,2011,Ausgaben,9592130.44,Ergebnis
08,0801,Sportförderung,"Sportentwicklung, Sportanlagen und -stätten",2011,Einnamen,699339.77,Ergebnis
08,0801,Sportförderung,"Sportentwicklung, Sportanlagen und -stätten",2011,Ausgaben,7286890.91,Ergebnis
08,0802,Sportförderung,Bäder,2011,Einnamen,1118155.62,Ergebnis
08,0802,Sportförderung,Bäder,2011,Ausgaben,4037771.11,Ergebnis
09,0901,Räumliche Planung und Entwicklung/Geoinformationen,"Stadt- und Regionalentwicklung, Stadtplanung",2011,Einnamen,88017.08,Ergebnis
09,0901,Räumliche Planung und Entwicklung/Geoinformationen,"Stadt- und Regionalentwicklung, Stadtplanung",2011,Ausgaben,4320556.49,Ergebnis
09,0902,Räumliche Planung und Entwicklung/Geoinformationen,"Vermessung, Kataster und Geoinformation",2011,Einnamen,1059378.99,Ergebnis
09,0902,Räumliche Planung und Entwicklung/Geoinformationen,"Vermessung, Kataster und Geoinformation",2011,Ausgaben,6821792.24,Ergebnis
10,1001,Bauen und Wohnen,Bauaufsicht und baurechtliche Beratung,2011,Einnamen,3029089.80,Ergebnis
10,1001,Bauen und Wohnen,Bauaufsicht und baurechtliche Beratung,2011,Ausgaben,3940521.97,Ergebnis
10,1002,Bauen und Wohnen,Denkmalschutz und Denkmalpflege,2011,Einnamen,453866.28,Ergebnis
10,1002,Bauen und Wohnen,Denkmalschutz und Denkmalpflege,2011,Ausgaben,884613.61,Ergebnis
10,1003,Bauen und Wohnen,Wohnen,2011,Einnamen,374511.93,Ergebnis
10,1003,Bauen und Wohnen,Wohnen,2011,Ausgaben,2537866.79,Ergebnis
11,1101,Ver- und Entsorgung,Abwasserbeseitigung,2011,Einnamen,63261767.40,Ergebnis
11,1101,Ver- und Entsorgung,Abwasserbeseitigung,2011,Ausgaben,37508046.96,Ergebnis
11,1102,Ver- und Entsorgung,Abfallwirtschaft (AWM),2011,Einnamen,1561358.81,Ergebnis
11,1102,Ver- und Entsorgung,Abfallwirtschaft (AWM),2011,Ausgaben,0.00,Ergebnis
12,1201,"Verkehrsflächen und -anlagen, ÖPNV",Bereitstellung von Verkehrsflächen und -anlagen,2011,Einnamen,28276069.95,Ergebnis
12,1201,"Verkehrsflächen und -anlagen, ÖPNV",Bereitstellung von Verkehrsflächen und -anlagen,2011,Ausgaben,60310437.83,Ergebnis
12,1202,"Verkehrsflächen und -anlagen, ÖPNV",Verkehrsplanung,2011,Einnamen,3760513.95,Ergebnis
12,1202,"Verkehrsflächen und -anlagen, ÖPNV",Verkehrsplanung,2011,Ausgaben,2227204.59,Ergebnis
13,1301,Natur- und Landschaftspflege,Grün- und Freiflächen,2011,Einnamen,1824124.19,Ergebnis
13,1301,Natur- und Landschaftspflege,Grün- und Freiflächen,2011,Ausgaben,12973887.27,Ergebnis
13,1302,Natur- und Landschaftspflege,Friedhöfe,2011,Einnamen,1544325.58,Ergebnis
13,1302,Natur- und Landschaftspflege,Friedhöfe,2011,Ausgaben,1790421.13,Ergebnis
13,1303,Natur- und Landschaftspflege,"Natur, Landschaft, Erholung, Wasserschutz",2011,Einnamen,327777.72,Ergebnis
13,1303,Natur- und Landschaftspflege,"Natur, Landschaft, Erholung, Wasserschutz",2011,Ausgaben,2805344.32,Ergebnis
13,1304,Natur- und Landschaftspflege,Fließende Gewässer,2011,Einnamen,576242.51,Ergebnis
13,1304,Natur- und Landschaftspflege,Fließende Gewässer,2011,Ausgaben,1011432.04,Ergebnis
13,1305,Natur- und Landschaftspflege,Wald und Forstwirtschaft,2011,Einnamen,196092.58,Ergebnis
13,1305,Natur- und Landschaftspflege,Wald und Forstwirtschaft,2011,Ausgaben,352269.89,Ergebnis
14,1401,Umweltschutz,"Übergreifender Umweltschutz, Klima, Immission, Boden, Abfall",2011,Einnamen,481206.52,Ergebnis
14,1401,Umweltschutz,"Übergreifender Umweltschutz, Klima, Immission, Boden, Abfall",2011,Ausgaben,2281624.79,Ergebnis
15,1501,Wirtschaft und Tourismus,Anteile an Unternehmen,2011,Einnamen,20502506.65,Ergebnis
15,1501,Wirtschaft und Tourismus,Anteile an Unternehmen,2011,Ausgaben,5463894.20,Ergebnis
15,1502,Wirtschaft und Tourismus,Stadtmarketing (MM),2011,Einnamen,0.00,Ergebnis
15,1502,Wirtschaft und Tourismus,Stadtmarketing (MM),2011,Ausgaben,2600000.00,Ergebnis
15,1503,Wirtschaft und Tourismus,Stadthalle Hiltrup,2011,Einnamen,188285.66,Ergebnis
15,1503,Wirtschaft und Tourismus,Stadthalle Hiltrup,2011,Ausgaben,291316.64,Ergebnis
16,1601,Allgemeine Finanzwirtschaft,Allgemeine Finanzwirtschaft,2011,Einnamen,500868612.84,Ergebnis
16,1601,Allgemeine Finanzwirtschaft,Allgemeine Finanzwirtschaft,2011,Ausgaben,127722889.78,Ergebnis
17,1701,Stiftungen,Rechtlich unselbständige Stiftungen,2011,Einnamen,45345.54,Ergebnis
17,1701,Stiftungen,Rechtlich unselbständige Stiftungen,2011,Ausgaben,75486.52,Ergebnis
01,0101,Innere Verwaltung,Bezirksvertretungen (frei verfügbare Mittel),2012,Ausgaben,203947.82,Ergebnis
01,0102,Innere Verwaltung,"Geschäftsführung für politische Gremien, Städtepartnerschaften",2012,Einnamen,278768.88,Ergebnis
01,0102,Innere Verwaltung,"Geschäftsführung für politische Gremien, Städtepartnerschaften",2012,Ausgaben,4682064.01,Ergebnis
01,0103,Innere Verwaltung,"OB, BM und Verwaltungsführung",2012,Einnamen,73435.65,Ergebnis
01,0103,Innere Verwaltung,"OB, BM und Verwaltungsführung",2012,Ausgaben,3269637.59,Ergebnis
01,0104,Innere Verwaltung,Gleichstellung von Frau und Mann,2012,Einnamen,21456.86,Ergebnis
01,0104,Innere Verwaltung,Gleichstellung von Frau und Mann,2012,Ausgaben,614606.82,Ergebnis
01,0105,Innere Verwaltung,Personal- und Schwerbehindertenvertretung,2012,Einnamen,105985.14,Ergebnis
01,0105,Innere Verwaltung,Personal- und Schwerbehindertenvertretung,2012,Ausgaben,1061613.31,Ergebnis
01,0106,Innere Verwaltung,Wirtschaftlichkeitsprüfung und Revision,2012,Einnamen,42041.00,Ergebnis
01,0106,Innere Verwaltung,Wirtschaftlichkeitsprüfung und Revision,2012,Ausgaben,1126562.90,Ergebnis
01,0107,Innere Verwaltung,Public Relations,2012,Einnamen,75067.39,Ergebnis
01,0107,Innere Verwaltung,Public Relations,2012,Ausgaben,1248824.20,Ergebnis
01,0108,Innere Verwaltung,Personal- und Organisationsmanagement,2012,Einnamen,1957495.03,Ergebnis
01,0108,Innere Verwaltung,Personal- und Organisationsmanagement,2012,Ausgaben,6383824.00,Ergebnis
01,0109,Innere Verwaltung,Finanz- und Beteiligungsmanagement,2012,Einnamen,1840135.00,Ergebnis
01,0109,Innere Verwaltung,Finanz- und Beteiligungsmanagement,2012,Ausgaben,7087031.73,Ergebnis
01,0110,Innere Verwaltung,Recht,2012,Einnamen,489691.30,Ergebnis
01,0110,Innere Verwaltung,Recht,2012,Ausgaben,2210816.51,Ergebnis
01,0111,Innere Verwaltung,Immobilienmanagement,2012,Einnamen,38484913.40,Ergebnis
01,0111,Innere Verwaltung,Immobilienmanagement,2012,Ausgaben,82039426.62,Ergebnis
01,0113,Innere Verwaltung,Zentrale Dienste,2012,Einnamen,1318488.56,Ergebnis
01,0113,Innere Verwaltung,Zentrale Dienste,2012,Ausgaben,2341975.61,Ergebnis
01,0114,Innere Verwaltung,Stiftungsmanagement,2012,Einnamen,158828.56,Ergebnis
01,0114,Innere Verwaltung,Stiftungsmanagement,2012,Ausgaben,338921.36,Ergebnis
01,0115,Innere Verwaltung,IT-Management (citeq),2012,Einnamen,0.00,Ergebnis
01,0115,Innere Verwaltung,IT-Management (citeq),2012,Ausgaben,331548.29,Ergebnis
01,0116,Innere Verwaltung,Migrations- und Integrationsmanagement,2012,Einnamen,39940.61,Ergebnis
01,0116,Innere Verwaltung,Migrations- und Integrationsmanagement,2012,Ausgaben,490049.37,Ergebnis
02,0201,Sicherheit und Ordnung,Ordnungsrechtliche Angelegenheiten,2012,Einnamen,728762.35,Ergebnis
02,0201,Sicherheit und Ordnung,Ordnungsrechtliche Angelegenheiten,2012,Ausgaben,2099433.83,Ergebnis
02,0202,Sicherheit und Ordnung,Gewerberechtliche Angelegenheiten,2012,Einnamen,1316367.14,Ergebnis
02,0202,Sicherheit und Ordnung,Gewerberechtliche Angelegenheiten,2012,Ausgaben,1474657.22,Ergebnis
02,0203,Sicherheit und Ordnung,Straßenverkehrsrechtliche Angelegenheiten,2012,Einnamen,8236221.85,Ergebnis
02,0203,Sicherheit und Ordnung,Straßenverkehrsrechtliche Angelegenheiten,2012,Ausgaben,6993910.18,Ergebnis
02,0204,Sicherheit und Ordnung,Bürgerangelegenheiten,2012,Einnamen,2395184.37,Ergebnis
02,0204,Sicherheit und Ordnung,Bürgerangelegenheiten,2012,Ausgaben,6552086.93,Ergebnis
02,0205,Sicherheit und Ordnung,Standesamtsangelegenheiten,2012,Einnamen,505371.25,Ergebnis
02,0205,Sicherheit und Ordnung,Standesamtsangelegenheiten,2012,Ausgaben,1254440.79,Ergebnis
02,0206,Sicherheit und Ordnung,Ausländerangelegenheiten,2012,Einnamen,587450.56,Ergebnis
02,0206,Sicherheit und Ordnung,Ausländerangelegenheiten,2012,Ausgaben,1901741.04,Ergebnis
02,0207,Sicherheit und Ordnung,Statistik,2012,Einnamen,1232.26,Ergebnis
02,0207,Sicherheit und Ordnung,Statistik,2012,Ausgaben,532046.47,Ergebnis
02,0208,Sicherheit und Ordnung,Wahlen,2012,Einnamen,421094.72,Ergebnis
02,0208,Sicherheit und Ordnung,Wahlen,2012,Ausgaben,737777.39,Ergebnis
02,0209,Sicherheit und Ordnung,Brandschutz und feuerwehrtechnische Hilfeleistung,2012,Einnamen,662393.06,Ergebnis
02,0209,Sicherheit und Ordnung,Brandschutz und feuerwehrtechnische Hilfeleistung,2012,Ausgaben,22756251.22,Ergebnis
02,0210,Sicherheit und Ordnung,Rettungsdienst,2012,Einnamen,8503795.61,Ergebnis
02,0210,Sicherheit und Ordnung,Rettungsdienst,2012,Ausgaben,10353273.94,Ergebnis
02,0211,Sicherheit und Ordnung,Veterinär- und Lebensmittelangelegenheiten,2012,Einnamen,88401.71,Ergebnis
02,0211,Sicherheit und Ordnung,Veterinär- und Lebensmittelangelegenheiten,2012,Ausgaben,2148941.82,Ergebnis
03,0301,Schulträgeraufgaben,Leistungen für Schulen,2012,Einnamen,1932054.21,Ergebnis
03,0301,Schulträgeraufgaben,Leistungen für Schulen,2012,Ausgaben,26274154.53,Ergebnis
03,0302,Schulträgeraufgaben,Zentrale Leistungen für am Schulleben Beteiligte,2012,Einnamen,568034.46,Ergebnis
03,0302,Schulträgeraufgaben,Zentrale Leistungen für am Schulleben Beteiligte,2012,Ausgaben,10580084.15,Ergebnis
04,0401,Kultur und Wissenschaft,Kulturmanagement / Kulturförderung,2012,Einnamen,608011.41,Ergebnis
04,0401,Kultur und Wissenschaft,Kulturmanagement / Kulturförderung,2012,Ausgaben,3939076.66,Ergebnis
04,0402,Kultur und Wissenschaft,Volkshochschule,2012,Einnamen,2705585.00,Ergebnis
04,0402,Kultur und Wissenschaft,Volkshochschule,2012,Ausgaben,3867554.89,Ergebnis
04,0403,Kultur und Wissenschaft,Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,2012,Einnamen,2212887.63,Ergebnis
04,0403,Kultur und Wissenschaft,Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,2012,Ausgaben,4443690.23,Ergebnis
04,0404,Kultur und Wissenschaft,Stadtbücherei und Förderung von Büchereien freier Träger,2012,Einnamen,764399.28,Ergebnis
04,0404,Kultur und Wissenschaft,Stadtbücherei und Förderung von Büchereien freier Träger,2012,Ausgaben,5004443.12,Ergebnis
04,0405,Kultur und Wissenschaft,Stadtmuseum,2012,Einnamen,189074.54,Ergebnis
